Support Count,Label,Tot Fwd Pkts Category,Tot Bwd Pkts Category,Flow Duration Category,TotLen Fwd Pkts Category,TotLen Bwd Pkts Category,Flow IAT Mean Category,Pkt Size Avg Category,Fwd Act Data Pkts Category,Bwd Pkts/s Category,Fwd Pkts/s Category,Subflow Bwd Byts Category,Dst Port,Protocol,SYN Flag Cnt,ACK Flag Cnt,PSH Flag Cnt,Init Fwd Win Byts Category,Fwd Seg Size Min
568,Benign,1168.5,2972.0,60012540.0,107599.5,4149444.0,NaN,814.64285715,77.5,35.631627280325,NaN,4149444.0,443,6,0,0,1,5122.0,20
660,Benign,1168.5,2972.0,60012540.0,107599.5,4149444.0,55506797.0,NaN,77.5,35.631627280325,39.384033715,4149444.0,443,6,0,0,1,5122.0,20
697,Benign,1168.5,2972.0,60012540.0,107599.5,4149444.0,NaN,NaN,77.5,35.631627280325,39.384033715,4149444.0,443,6,0,0,1,5122.0,20
538,Benign,1168.5,2972.0,60012540.0,NaN,4149444.0,55506797.0,814.64285715,77.5,35.631627280325,39.384033715,4149444.0,443,6,0,0,1,5122.0,20
575,Benign,1168.5,2972.0,60012540.0,NaN,4149444.0,NaN,814.64285715,77.5,35.631627280325,39.384033715,4149444.0,443,6,0,0,1,5122.0,20
674,Benign,1168.5,2972.0,60012540.0,NaN,4149444.0,55506797.0,NaN,77.5,35.631627280325,39.384033715,4149444.0,443,6,0,0,1,5122.0,20
528,Benign,1168.5,2972.0,60012540.0,107599.5,NaN,55506797.0,814.64285715,77.5,35.631627280325,39.384033715,NaN,443,6,0,0,1,5122.0,20
223,Portscan,1.5,0.5,238.0,155.5,64.5,116.41666665,32.5,0.5,21581.027668,23045.72271383333,64.5,443,6,1,1,0,NaN,NaN
187,Benign,NaN,0.5,238.0,155.5,64.5,116.41666665,32.5,0.5,35.631627280325,23045.72271383333,64.5,443,6,NaN,1,0,511.5,20
207,Benign,1.5,0.5,238.0,155.5,64.5,398.91666665,117.14285715,0.5,1762.6642132499999,NaN,64.5,53,17,0,0,0,511.5,8
252,Benign,1.5,0.5,238.0,155.5,64.5,398.91666665,117.14285715,0.5,21581.027668,3580.3784364999997,64.5,53,17,0,0,0,511.5,8
299,Benign,1.5,0.5,238.0,155.5,NaN,398.91666665,117.14285715,0.5,21581.027668,3580.3784364999997,NaN,53,17,0,0,0,511.5,8
261,Benign,1.5,0.5,238.0,155.5,64.5,398.91666665,117.14285715,0.5,21581.027668,NaN,64.5,53,17,0,0,0,511.5,8
365,Benign,1.5,0.5,238.0,155.5,64.5,398.91666665,117.14285715,0.5,NaN,3580.3784364999997,64.5,53,17,0,0,0,511.5,8
468,Benign,1.5,0.5,238.0,155.5,64.5,398.91666665,117.14285715,0.5,NaN,NaN,64.5,53,17,0,0,0,511.5,8
263,Benign,1.5,0.5,238.0,155.5,64.5,NaN,117.14285715,0.5,21581.027668,NaN,64.5,53,17,0,0,0,511.5,8
253,Benign,1.5,0.5,1366.0,155.5,64.5,1073.26785725,117.14285715,0.5,1762.6642132499999,708.90559105,64.5,53,17,0,0,0,511.5,8
363,Benign,1.5,0.5,1366.0,155.5,NaN,1073.26785725,117.14285715,0.5,1762.6642132499999,708.90559105,NaN,53,17,0,0,0,511.5,8
156,Benign,1.5,0.5,1366.0,155.5,NaN,1073.26785725,117.14285715,0.5,1762.6642132499999,1880.5467184999998,NaN,53,17,0,0,0,511.5,8
196,Benign,1.5,0.5,NaN,155.5,64.5,1073.26785725,117.14285715,0.5,1762.6642132499999,1880.5467184999998,64.5,53,17,0,0,0,511.5,8
387,Benign,1.5,0.5,1366.0,155.5,64.5,1073.26785725,117.14285715,0.5,1762.6642132499999,NaN,64.5,53,17,0,0,0,511.5,8
449,Benign,1.5,0.5,NaN,155.5,64.5,1073.26785725,117.14285715,0.5,1762.6642132499999,NaN,64.5,53,17,0,0,0,511.5,8
269,Benign,1.5,2.5,60012540.0,155.5,532.0,55506797.0,117.14285715,0.5,35.631627280325,39.384033715,532.0,53,17,0,0,0,511.5,8
273,Benign,NaN,2.5,60012540.0,155.5,532.0,55506797.0,117.14285715,NaN,35.631627280325,39.384033715,532.0,53,17,0,0,0,511.5,8
299,Benign,1.5,NaN,60012540.0,155.5,532.0,55506797.0,117.14285715,0.5,35.631627280325,39.384033715,532.0,53,17,0,0,0,511.5,8
271,Benign,1.5,2.5,60012540.0,155.5,NaN,55506797.0,117.14285715,0.5,35.631627280325,39.384033715,NaN,53,17,0,0,0,511.5,8
347,Benign,1.5,NaN,NaN,155.5,532.0,55506797.0,117.14285715,0.5,35.631627280325,39.384033715,532.0,53,17,0,0,0,511.5,8
168,Benign,1.5,0.5,NaN,155.5,64.5,55506797.0,117.14285715,0.5,35.631627280325,39.384033715,64.5,53,17,0,0,0,511.5,8
170,Benign,1.5,NaN,NaN,155.5,64.5,55506797.0,117.14285715,0.5,35.631627280325,39.384033715,64.5,53,17,0,0,0,511.5,8
171,Benign,1.5,0.5,NaN,155.5,64.5,55506797.0,117.14285715,0.5,NaN,39.384033715,64.5,53,17,0,0,0,511.5,8
344,Benign,1.5,2.5,60012540.0,155.5,532.0,NaN,117.14285715,0.5,35.631627280325,39.384033715,532.0,53,17,0,0,0,511.5,8
349,Benign,1.5,2.5,60012540.0,155.5,532.0,NaN,117.14285715,0.5,NaN,39.384033715,532.0,53,17,0,0,0,511.5,8
374,Benign,1.5,NaN,60012540.0,155.5,532.0,NaN,117.14285715,0.5,35.631627280325,39.384033715,532.0,53,17,0,0,0,511.5,8
155,Benign,1.5,0.5,1366.0,155.5,532.0,NaN,117.14285715,0.5,1762.6642132499999,708.90559105,532.0,53,17,0,0,0,511.5,8
324,Benign,1.5,0.5,1366.0,155.5,64.5,NaN,117.14285715,0.5,1762.6642132499999,708.90559105,64.5,53,17,0,0,0,511.5,8
184,Benign,1.5,0.5,NaN,155.5,532.0,NaN,117.14285715,0.5,1762.6642132499999,708.90559105,532.0,53,17,0,0,0,511.5,8
361,Benign,1.5,0.5,NaN,155.5,64.5,NaN,117.14285715,0.5,1762.6642132499999,708.90559105,64.5,53,17,0,0,0,511.5,8
162,Benign,1.5,0.5,NaN,155.5,64.5,398.91666665,117.14285715,0.5,1762.6642132499999,1880.5467184999998,64.5,53,17,0,0,0,511.5,8
358,Benign,1.5,0.5,NaN,155.5,64.5,NaN,117.14285715,0.5,1762.6642132499999,1880.5467184999998,64.5,53,17,0,0,0,511.5,8
177,Benign,1.5,0.5,1366.0,155.5,532.0,NaN,117.14285715,0.5,1762.6642132499999,NaN,532.0,53,17,0,0,0,511.5,8
458,Benign,1.5,0.5,1366.0,155.5,64.5,NaN,117.14285715,0.5,1762.6642132499999,NaN,64.5,53,17,0,0,0,511.5,8
275,Benign,1.5,0.5,NaN,155.5,64.5,398.91666665,117.14285715,0.5,1762.6642132499999,NaN,64.5,53,17,0,0,0,511.5,8
260,Benign,1.5,0.5,238.0,155.5,64.5,398.91666665,NaN,0.5,1762.6642132499999,NaN,64.5,53,17,0,0,0,511.5,8
321,Benign,1.5,0.5,238.0,155.5,64.5,398.91666665,NaN,0.5,21581.027668,3580.3784364999997,64.5,53,17,0,0,0,511.5,8
334,Benign,1.5,0.5,238.0,155.5,64.5,398.91666665,NaN,0.5,21581.027668,NaN,64.5,53,17,0,0,0,511.5,8
454,Benign,1.5,0.5,238.0,155.5,64.5,398.91666665,NaN,0.5,NaN,3580.3784364999997,64.5,53,17,0,0,0,511.5,8
296,Benign,1.5,0.5,1366.0,155.5,64.5,1073.26785725,NaN,0.5,1762.6642132499999,708.90559105,64.5,53,17,0,0,0,511.5,8
155,Benign,1.5,0.5,1366.0,155.5,64.5,1073.26785725,NaN,0.5,1762.6642132499999,1880.5467184999998,64.5,53,17,0,0,0,511.5,8
223,Benign,1.5,0.5,NaN,155.5,64.5,1073.26785725,NaN,0.5,1762.6642132499999,1880.5467184999998,64.5,53,17,0,0,0,511.5,8
451,Benign,1.5,0.5,1366.0,155.5,64.5,1073.26785725,NaN,0.5,1762.6642132499999,NaN,64.5,53,17,0,0,0,511.5,8
283,Benign,1.5,2.5,60012540.0,155.5,532.0,55506797.0,NaN,0.5,35.631627280325,39.384033715,532.0,53,17,0,0,0,511.5,8
315,Benign,1.5,NaN,60012540.0,155.5,532.0,55506797.0,NaN,0.5,35.631627280325,39.384033715,532.0,53,17,0,0,0,511.5,8
188,Benign,1.5,0.5,NaN,155.5,64.5,55506797.0,NaN,0.5,35.631627280325,39.384033715,64.5,53,17,0,0,0,511.5,8
364,Benign,1.5,2.5,60012540.0,155.5,532.0,NaN,NaN,0.5,35.631627280325,39.384033715,532.0,53,17,0,0,0,511.5,8
162,Benign,1.5,0.5,1366.0,155.5,532.0,NaN,NaN,0.5,1762.6642132499999,708.90559105,532.0,53,17,0,0,0,511.5,8
369,Benign,1.5,0.5,1366.0,155.5,64.5,NaN,NaN,0.5,1762.6642132499999,708.90559105,64.5,53,17,0,0,0,511.5,8
208,Benign,1.5,0.5,NaN,155.5,64.5,398.91666665,NaN,0.5,1762.6642132499999,1880.5467184999998,64.5,53,17,0,0,0,511.5,8
176,Benign,1.5,0.5,NaN,155.5,64.5,55506797.0,117.14285715,0.5,35.631627280325,39.384033715,64.5,NaN,17,0,0,0,511.5,8
245,Portscan,1.5,0.5,1.0,155.5,64.5,1.0,32.5,0.5,1250000.0,1750000.0,64.5,NaN,6,1,1,0,511.5,24
249,Portscan,1.5,0.5,1.0,155.5,64.5,1.0,32.5,0.5,1250000.0,1750000.0,64.5,NaN,6,1,1,0,28041.5,40
249,Portscan,1.5,0.5,1.0,155.5,64.5,1.0,32.5,0.5,1250000.0,1750000.0,64.5,NaN,6,1,1,0,511.5,NaN
64346,FTP-BruteForce,1.5,0.5,1.0,155.5,64.5,1.0,32.5,0.5,1250000.0,1750000.0,64.5,21,6,0,0,1,17537.5,40
67432,Portscan,1.5,0.5,238.0,155.5,64.5,116.41666665,32.5,0.5,21581.027668,23045.72271383333,64.5,NaN,6,1,1,0,511.5,24
67435,Portscan,1.5,0.5,238.0,155.5,64.5,NaN,32.5,0.5,21581.027668,23045.72271383333,64.5,NaN,6,1,1,0,511.5,24
540,Portscan,1.5,0.5,13.5,155.5,64.5,13.5,32.5,0.5,21581.027668,23045.72271383333,64.5,NaN,6,1,1,0,511.5,24
515,Portscan,1.5,0.5,13.5,155.5,64.5,13.5,32.5,0.5,270000.0,23045.72271383333,64.5,NaN,6,1,1,0,511.5,24
1055,Portscan,1.5,0.5,13.5,155.5,64.5,13.5,32.5,0.5,NaN,23045.72271383333,64.5,NaN,6,1,1,0,511.5,24
188,Portscan,1.5,0.5,1.0,155.5,64.5,1.0,32.5,0.5,270000.0,270833.3333333333,64.5,NaN,6,1,1,0,511.5,24
9018,Portscan,1.5,0.5,13.5,155.5,64.5,13.5,32.5,0.5,270000.0,270833.3333333333,64.5,NaN,6,1,1,0,511.5,24
9533,Portscan,1.5,0.5,13.5,155.5,64.5,13.5,32.5,0.5,270000.0,NaN,64.5,NaN,6,1,1,0,511.5,24
69713,Portscan,1.5,0.5,238.0,155.5,64.5,116.41666665,32.5,0.5,21581.027668,23045.72271383333,64.5,NaN,6,1,1,0,28041.5,40
69723,Portscan,1.5,0.5,238.0,155.5,64.5,NaN,32.5,0.5,21581.027668,23045.72271383333,64.5,NaN,6,1,1,0,28041.5,40
496,Portscan,1.5,0.5,13.5,155.5,64.5,13.5,32.5,0.5,21581.027668,23045.72271383333,64.5,NaN,6,1,1,0,28041.5,40
504,Portscan,1.5,0.5,13.5,155.5,64.5,13.5,32.5,0.5,270000.0,23045.72271383333,64.5,NaN,6,1,1,0,28041.5,40
1000,Portscan,1.5,0.5,13.5,155.5,64.5,13.5,32.5,0.5,NaN,23045.72271383333,64.5,NaN,6,1,1,0,28041.5,40
190,Portscan,1.5,0.5,1.0,155.5,64.5,1.0,32.5,0.5,270000.0,270833.3333333333,64.5,NaN,6,1,1,0,28041.5,40
8635,Portscan,1.5,0.5,13.5,155.5,64.5,13.5,32.5,0.5,270000.0,270833.3333333333,64.5,NaN,6,1,1,0,28041.5,40
9139,Portscan,1.5,0.5,13.5,155.5,64.5,13.5,32.5,0.5,270000.0,NaN,64.5,NaN,6,1,1,0,28041.5,40
636,Benign,1168.5,2972.0,60012540.0,107599.5,4149444.0,55506797.0,117.14285715,77.5,35.631627280325,39.384033715,4149444.0,NaN,6,0,0,1,5122.0,20
3738,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,5249.5,117.14285715,77.5,217.26817253032502,39.384033715,4149444.0,22,6,0,0,1,17537.5,32
1170,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,5249.5,117.14285715,77.5,217.26817253032502,128.352005265,4149444.0,22,6,0,0,1,17537.5,32
4908,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,5249.5,117.14285715,77.5,217.26817253032502,NaN,4149444.0,22,6,0,0,1,17537.5,32
3880,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,5249.5,117.14285715,77.5,35.631627280325,39.384033715,4149444.0,22,6,0,0,1,17537.5,32
7618,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,5249.5,117.14285715,77.5,NaN,39.384033715,4149444.0,22,6,0,0,1,17537.5,32
1239,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,5249.5,117.14285715,77.5,NaN,128.352005265,4149444.0,22,6,0,0,1,17537.5,32
3949,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,5249.5,117.14285715,77.5,35.631627280325,NaN,4149444.0,22,6,0,0,1,17537.5,32
8857,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,5249.5,117.14285715,77.5,NaN,NaN,4149444.0,22,6,0,0,1,17537.5,32
640,Benign,1168.5,2972.0,60012540.0,107599.5,4149444.0,55506797.0,117.14285715,77.5,35.631627280325,39.384033715,4149444.0,NaN,6,0,0,1,NaN,20
84912,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,10555.5,117.14285715,77.5,35.631627280325,39.384033715,4149444.0,22,6,0,0,1,17537.5,32
84917,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,10555.5,117.14285715,77.5,NaN,39.384033715,4149444.0,22,6,0,0,1,17537.5,32
84915,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,10555.5,117.14285715,77.5,35.631627280325,39.384033715,4149444.0,NaN,6,0,0,1,17537.5,32
84920,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,10555.5,117.14285715,77.5,NaN,39.384033715,4149444.0,NaN,6,0,0,1,17537.5,32
3743,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,NaN,117.14285715,77.5,217.26817253032502,39.384033715,4149444.0,22,6,0,0,1,17537.5,32
1199,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,NaN,117.14285715,77.5,217.26817253032502,128.352005265,4149444.0,22,6,0,0,1,17537.5,32
4945,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,NaN,117.14285715,77.5,217.26817253032502,NaN,4149444.0,22,6,0,0,1,17537.5,32
88806,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,NaN,117.14285715,77.5,35.631627280325,39.384033715,4149444.0,22,6,0,0,1,17537.5,32
92549,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,NaN,117.14285715,77.5,NaN,39.384033715,4149444.0,22,6,0,0,1,17537.5,32
88812,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,NaN,117.14285715,77.5,35.631627280325,39.384033715,4149444.0,22,6,0,0,1,NaN,32
88809,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,NaN,117.14285715,77.5,35.631627280325,39.384033715,4149444.0,NaN,6,0,0,1,17537.5,32
1268,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,NaN,117.14285715,77.5,NaN,128.352005265,4149444.0,22,6,0,0,1,17537.5,32
88875,SSH-Bruteforce,1168.5,2972.0,60012540.0,107599.5,4149444.0,NaN,117.14285715,77.5,35.631627280325,NaN,4149444.0,22,6,0,0,1,17537.5,32
639,Benign,1168.5,2972.0,60012540.0,NaN,4149444.0,55506797.0,117.14285715,77.5,35.631627280325,39.384033715,4149444.0,NaN,6,0,0,1,5122.0,20
1364,Benign,1168.5,2972.0,60012540.0,107599.5,4149444.0,55506797.0,814.64285715,77.5,35.631627280325,39.384033715,4149444.0,NaN,6,0,0,1,5122.0,20
1401,Benign,1168.5,2972.0,60012540.0,107599.5,4149444.0,NaN,814.64285715,77.5,35.631627280325,39.384033715,4149444.0,NaN,6,0,0,1,5122.0,20
2007,Benign,1168.5,2972.0,60012540.0,107599.5,4149444.0,55506797.0,NaN,77.5,35.631627280325,39.384033715,4149444.0,NaN,6,0,0,1,5122.0,20
1402,Benign,1168.5,2972.0,60012540.0,107599.5,4149444.0,55506797.0,814.64285715,77.5,35.631627280325,39.384033715,4149444.0,NaN,6,0,0,1,NaN,20
1384,Benign,1168.5,2972.0,60012540.0,NaN,4149444.0,55506797.0,814.64285715,77.5,35.631627280325,39.384033715,4149444.0,NaN,6,0,0,1,5122.0,20
174,Benign,1168.5,2972.0,60012540.0,107599.5,532.0,55506797.0,117.14285715,77.5,35.631627280325,39.384033715,532.0,NaN,6,0,0,1,5122.0,20
178,Benign,1168.5,2972.0,60012540.0,107599.5,532.0,NaN,117.14285715,77.5,35.631627280325,39.384033715,532.0,NaN,6,0,0,1,5122.0,20
186,Benign,1168.5,2972.0,60012540.0,107599.5,532.0,55506797.0,117.14285715,77.5,35.631627280325,39.384033715,532.0,NaN,6,0,0,1,NaN,20
251,Benign,1168.5,2972.0,60012540.0,107599.5,532.0,55506797.0,NaN,77.5,35.631627280325,39.384033715,532.0,NaN,6,0,0,1,5122.0,20
296,Bot,1.5,2972.0,20560.5,155.5,64.5,1073.26785725,32.5,0.5,1762.6642132499999,128.352005265,64.5,8080,6,0,0,1,5122.0,20
298,Bot,NaN,2972.0,20560.5,155.5,64.5,1073.26785725,32.5,0.5,1762.6642132499999,128.352005265,64.5,8080,6,0,0,1,5122.0,20
305,Bot,NaN,2972.0,20560.5,NaN,64.5,1073.26785725,32.5,0.5,1762.6642132499999,128.352005265,64.5,8080,6,0,0,1,5122.0,20
309,Bot,1.5,2972.0,20560.5,155.5,64.5,1073.26785725,32.5,0.5,1762.6642132499999,NaN,64.5,8080,6,0,0,1,5122.0,20
311,Bot,NaN,2972.0,20560.5,155.5,64.5,1073.26785725,32.5,0.5,1762.6642132499999,NaN,64.5,8080,6,0,0,1,5122.0,20
335,Bot,1.5,2972.0,NaN,155.5,64.5,1073.26785725,32.5,0.5,1762.6642132499999,128.352005265,64.5,8080,6,0,0,1,5122.0,20
337,Bot,NaN,2972.0,NaN,155.5,64.5,1073.26785725,32.5,0.5,1762.6642132499999,128.352005265,64.5,8080,6,0,0,1,5122.0,20
398,Bot,1.5,2972.0,NaN,155.5,64.5,1073.26785725,32.5,0.5,1762.6642132499999,NaN,64.5,8080,6,0,0,1,5122.0,20
410,Bot,1.5,2972.0,20560.5,155.5,64.5,NaN,32.5,0.5,1762.6642132499999,128.352005265,64.5,8080,6,0,0,1,5122.0,20
412,Bot,NaN,2972.0,20560.5,155.5,64.5,NaN,32.5,0.5,1762.6642132499999,128.352005265,64.5,8080,6,0,0,1,5122.0,20
442,Bot,1.5,2972.0,20560.5,155.5,64.5,NaN,32.5,0.5,NaN,128.352005265,64.5,8080,6,0,0,1,5122.0,20
448,Bot,1.5,2972.0,20560.5,155.5,64.5,NaN,32.5,0.5,1762.6642132499999,NaN,64.5,8080,6,0,0,1,5122.0,20
171,Bot,1.5,2972.0,60012540.0,155.5,64.5,NaN,32.5,0.5,NaN,39.384033715,64.5,8080,6,0,0,1,5122.0,20
156,Bot,1.5,2972.0,NaN,155.5,64.5,NaN,32.5,0.5,1762.6642132499999,39.384033715,64.5,8080,6,0,0,1,5122.0,20
455,Bot,1.5,2972.0,NaN,155.5,64.5,NaN,32.5,0.5,1762.6642132499999,128.352005265,64.5,8080,6,0,0,1,5122.0,20
201,Benign,1168.5,NaN,60012540.0,107599.5,532.0,55506797.0,117.14285715,77.5,35.631627280325,39.384033715,532.0,NaN,6,0,0,1,5122.0,20
336,Bot,1168.5,2.5,12323.0,155.5,532.0,2440.5833334999998,32.5,77.5,217.26817253032502,332.2544249,532.0,NaN,6,0,0,1,5122.0,20
343,Bot,1168.5,2.5,12323.0,155.5,532.0,2440.5833334999998,NaN,77.5,217.26817253032502,332.2544249,532.0,NaN,6,0,0,1,5122.0,20
230,Bot,1168.5,2.5,20560.5,155.5,532.0,2440.5833334999998,32.5,77.5,217.26817253032502,332.2544249,532.0,NaN,6,0,0,1,5122.0,20
257,Bot,1168.5,2.5,20560.5,155.5,532.0,2440.5833334999998,NaN,77.5,217.26817253032502,332.2544249,532.0,NaN,6,0,0,1,5122.0,20
249,Bot,1168.5,2.5,20560.5,155.5,532.0,NaN,32.5,77.5,217.26817253032502,332.2544249,532.0,NaN,6,0,0,1,5122.0,20
566,Bot,1168.5,2.5,NaN,155.5,532.0,2440.5833334999998,32.5,77.5,217.26817253032502,332.2544249,532.0,NaN,6,0,0,1,5122.0,20
1215,Bot,1168.5,2.5,12323.0,155.5,532.0,1727.8511907500001,32.5,77.5,217.26817253032502,708.90559105,532.0,NaN,6,0,0,1,5122.0,20
1218,Bot,1168.5,2.5,12323.0,155.5,532.0,1727.8511907500001,NaN,77.5,217.26817253032502,708.90559105,532.0,NaN,6,0,0,1,5122.0,20
1426,Bot,1168.5,2.5,12323.0,155.5,532.0,2440.5833334999998,32.5,77.5,217.26817253032502,708.90559105,532.0,NaN,6,0,0,1,5122.0,20
1431,Bot,1168.5,2.5,12323.0,155.5,532.0,2440.5833334999998,NaN,77.5,217.26817253032502,708.90559105,532.0,NaN,6,0,0,1,5122.0,20
2641,Bot,1168.5,2.5,12323.0,155.5,532.0,NaN,32.5,77.5,217.26817253032502,708.90559105,532.0,NaN,6,0,0,1,5122.0,20
1762,Bot,1168.5,2.5,12323.0,155.5,532.0,2440.5833334999998,32.5,77.5,217.26817253032502,NaN,532.0,NaN,6,0,0,1,5122.0,20
171,Bot,1168.5,2.5,20560.5,155.5,532.0,5249.5,32.5,77.5,217.26817253032502,224.8744679,532.0,NaN,6,0,0,1,5122.0,20
199,Bot,1168.5,2.5,20560.5,155.5,532.0,5249.5,NaN,77.5,217.26817253032502,224.8744679,532.0,NaN,6,0,0,1,5122.0,20
190,Bot,1168.5,2.5,20560.5,155.5,532.0,5249.5,32.5,77.5,217.26817253032502,NaN,532.0,NaN,6,0,0,1,5122.0,20
174,Bot,1168.5,2.5,NaN,155.5,532.0,5249.5,32.5,77.5,217.26817253032502,224.8744679,532.0,NaN,6,0,0,1,5122.0,20
526,Bot,1168.5,2.5,8170.5,155.5,532.0,1727.8511907500001,32.5,77.5,217.26817253032502,708.90559105,532.0,NaN,6,0,0,1,5122.0,20
531,Bot,1168.5,2.5,8170.5,155.5,532.0,1727.8511907500001,NaN,77.5,217.26817253032502,708.90559105,532.0,NaN,6,0,0,1,5122.0,20
